user_id,product_id,category,subcategory,brand,price,discount,final_price,rating,review_count,stock,seller_id,seller_rating,purchase_date,shipping_time_days,location,device,payment_method,is_returned,delivery_status
U109738,P11056,Sports,Fitness,Lenovo,6340.25,48.66,3255.05,3.9,23,356,S6629,3.9,01-12-2025,3,Hyderabad,Mobile App,Cash on Delivery,FALSE,Delayed
U501677,P21708,Clothing,Women,Apple,1753.89,27.14,1277.84,3.3,25,374,S2678,4.8,20-10-2024,5,Mumbai,Mobile App,Debit Card,FALSE,In Transit
U772741,P98753,Home,Furniture,Boat,14859.81,49.48,7506.66,5,193,73,S2120,4.1,03-01-2026,5,Mumbai,Tablet,UPI,FALSE,Delayed
U758589,P29840,Clothing,Women,LG,740.82,43.26,420.34,3.5,7,470,S7745,4.9,16-10-2025,1,Mumbai,Tablet,Cash on Delivery,FALSE,Delivered
U718213,P60335,Electronics,Mobile,Nike,50745.62,32.04,34487.7,4.7,91,179,S8035,4,20-05-2025,5,Delhi,Web,Credit Card,FALSE,Delivered
U680278,P88774,Home,Decor,Apple,8559.45,6.37,8014.14,3.6,6,307,S5668,4.8,24-12-2025,2,Mumbai,Tablet,UPI,FALSE,Delayed
U634273,P34726,Home,Furniture,Lenovo,1954.62,24.72,1471.48,3.7,26,382,S7418,3,16-11-2024,3,Chennai,Web,UPI,FALSE,Delivered
U623850,P93634,Beauty,Makeup,Apple,4591.84,46.51,2456.33,4.3,95,304,S2163,4.4,17-03-2026,1,Mumbai,Tablet,UPI,FALSE,In Transit
U541307,P57895,Home,Furniture,Boat,5501.73,46.81,2926.29,3.5,17,279,S3830,3.6,17-09-2024,5,Chennai,Web,UPI,FALSE,Delivered
U326222,P15220,Sports,Fitness,Samsung,5316.98,18.22,4348.23,3.9,13,472,S1990,4.2,21-08-2025,3,Bangalore,Web,Debit Card,FALSE,Delayed
U186431,P93956,Sports,Outdoor,Boat,11216.47,17.49,9255.17,4.4,87,274,S9808,3.2,13-06-2024,6,Hyderabad,Tablet,Credit Card,FALSE,In Transit
U313068,P30365,Electronics,Headphones,Apple,15669.14,23.94,11918.72,3.3,16,274,S6353,2.9,31-01-2026,3,Chennai,Web,UPI,TRUE,Returned
U160718,P42044,Home,Decor,Boat,19393.45,16.1,16271.17,5,13,44,S8118,3.2,28-04-2024,1,Mumbai,Mobile App,Cash on Delivery,FALSE,Delayed
U225245,P11660,Sports,Fitness,Sony,11870.99,25.81,8807.37,3.7,35,362,S3248,3.4,09-07-2024,1,Mumbai,Tablet,UPI,FALSE,Delivered
U921021,P43980,Beauty,Makeup,Lenovo,713.87,37.84,443.76,3.9,37,85,S7092,2.8,24-11-2024,4,Chennai,Mobile App,Debit Card,FALSE,Delayed
U385192,P78662,Electronics,Mobile,LG,60119.44,25.86,44570.83,3.8,15,32,S5308,3.4,04-02-2025,1,Hyderabad,Tablet,UPI,FALSE,In Transit
U623879,P84302,Beauty,Haircare,LG,2990.8,44.29,1666.3,4.8,25,85,S7024,4.9,02-06-2025,1,Delhi,Mobile App,Debit Card,FALSE,Delivered
U339499,P76692,Sports,Cycling,H&M,1597.09,21.27,1257.4,3.9,8,1,S1721,4,16-08-2025,4,Delhi,Mobile App,Credit Card,TRUE,Returned
U257375,P33456,Electronics,Camera,LG,60415,11.04,53746.19,3.5,35,476,S1579,3.6,29-04-2025,5,Hyderabad,Tablet,Cash on Delivery,FALSE,Delivered
U384434,P20208,Home,Furniture,Boat,15858.96,10.21,14240.31,4,12,292,S7108,4,24-07-2025,6,Bangalore,Mobile App,UPI,FALSE,Delivered
U172274,P70960,Clothing,Kids,Samsung,3099.34,38.64,1901.72,3.2,4,443,S5625,3,17-12-2024,1,Hyderabad,Web,Debit Card,FALSE,Delivered
U310418,P48219,Sports,Outdoor,Samsung,3707.96,22.14,2886.85,4.1,31,288,S5979,3.2,29-11-2024,3,Bangalore,Tablet,Credit Card,FALSE,In Transit
U868043,P81638,Home,Decor,Puma,13904.78,32.08,9444.72,3.9,30,389,S5016,4.1,21-10-2024,5,Mumbai,Mobile App,UPI,FALSE,In Transit
U766833,P11257,Electronics,Laptop,Lenovo,77836.32,9.07,70774.58,4.9,23,486,S6488,4.1,10-10-2025,4,Bangalore,Mobile App,Cash on Delivery,FALSE,Delayed
U349736,P65026,Home,Furniture,Adidas,18863.48,24.72,14200.81,4.8,14,251,S1981,4.1,28-06-2025,6,Chennai,Mobile App,Debit Card,FALSE,Delivered
U834891,P58823,Electronics,Laptop,Lenovo,10258.11,6.47,9594.71,3.3,14,234,S2391,2.7,31-10-2025,5,Hyderabad,Tablet,UPI,FALSE,Delayed
U720647,P84425,Clothing,Kids,Boat,4859.04,13.01,4226.74,2.7,10,31,S8126,3.5,02-09-2024,4,Delhi,Tablet,Credit Card,FALSE,Delivered
U834764,P52762,Home,Kitchen,LG,13871.32,42.1,8031.33,4.1,15,162,S8417,3.1,17-05-2024,6,Hyderabad,Web,Credit Card,FALSE,Delivered
U262959,P23848,Clothing,Men,HP,3956.58,42.85,2261.25,4.1,15,84,S8365,2.6,22-04-2024,5,Delhi,Web,Debit Card,FALSE,In Transit
U423284,P70731,Electronics,Headphones,Adidas,25399.9,30.49,17654.71,4.7,6,135,S2964,2.8,21-05-2025,6,Hyderabad,Mobile App,Credit Card,FALSE,Delayed
U142288,P38183,Home,Decor,H&M,9633.66,13.6,8323.39,2.7,5,427,S6370,3,27-01-2026,3,Chennai,Mobile App,UPI,FALSE,Delayed
U151328,P98759,Clothing,Women,Boat,1502.04,19.61,1207.44,3.7,5,153,S5262,4.3,30-05-2024,1,Chennai,Mobile App,UPI,FALSE,In Transit
U361989,P22415,Beauty,Haircare,H&M,451.48,20.1,360.72,3.8,18,236,S2669,4.9,04-04-2024,5,Chennai,Mobile App,UPI,FALSE,Delivered
U963684,P62505,Electronics,Laptop,Nike,15159.47,6.77,14132.9,4,11,190,S2376,4.3,22-01-2026,1,Mumbai,Tablet,Debit Card,FALSE,Delivered
U948611,P26880,Electronics,Mobile,Adidas,76006.7,17.74,62520.11,4.5,20,47,S6432,4.3,16-11-2025,2,Hyderabad,Mobile App,UPI,FALSE,In Transit
U961599,P61773,Electronics,Laptop,HP,25361.9,19.91,20311.27,4.3,32,254,S1483,3.1,31-07-2024,5,Hyderabad,Web,Cash on Delivery,FALSE,Delivered
U393448,P68459,Home,Furniture,Nike,4671.74,17.93,3834.11,3.4,5,452,S3435,4.4,27-02-2026,5,Bangalore,Mobile App,Credit Card,FALSE,Delayed
U602300,P17992,Home,Kitchen,Boat,14182.31,14.39,12141.98,4.2,15,44,S5583,3.2,30-04-2024,5,Chennai,Web,Credit Card,FALSE,In Transit
U761393,P81258,Clothing,Kids,Lenovo,2338.05,33.51,1554.46,3.4,36,406,S1319,3.4,31-03-2026,5,Mumbai,Web,Debit Card,FALSE,In Transit
U626797,P52153,Sports,Outdoor,LG,9897.52,44.38,5504.97,3.7,28,198,S5430,2.6,09-07-2025,4,Chennai,Mobile App,UPI,FALSE,In Transit
U161437,P71824,Sports,Fitness,Samsung,14851.47,6.35,13908.26,4.1,1,271,S6856,4.5,17-07-2024,4,Bangalore,Tablet,Credit Card,FALSE,Delivered
U379473,P79951,Electronics,Laptop,Zara,54456.72,26.68,39928.4,3.6,3,417,S1916,3.8,17-07-2024,3,Mumbai,Mobile App,Cash on Delivery,FALSE,In Transit
U433451,P57026,Clothing,Men,Adidas,605.9,15.97,509.12,4.1,227,467,S1462,4.7,19-08-2024,4,Chennai,Tablet,Debit Card,TRUE,Returned
U297377,P74517,Sports,Cycling,Nike,4168.88,43.95,2336.64,3.6,49,277,S6063,4.9,05-12-2025,2,Chennai,Mobile App,Cash on Delivery,FALSE,Delivered
U329437,P12612,Electronics,Mobile,Adidas,62437.18,5.64,58913.53,4.8,19,269,S8831,4.4,23-06-2024,1,Chennai,Mobile App,Debit Card,FALSE,Delayed
U941403,P52413,Clothing,Men,LG,769.74,12.7,671.98,3.4,70,30,S1359,3.5,03-05-2025,1,Mumbai,Mobile App,Credit Card,FALSE,Delivered
U838761,P96787,Sports,Outdoor,Apple,12709.23,26.72,9313.06,4.3,60,202,S2655,3.2,18-02-2026,4,Bangalore,Web,Debit Card,FALSE,In Transit
U930307,P93789,Clothing,Men,H&M,4843.86,43.84,2720.55,3.5,20,491,S8982,2.8,27-06-2025,6,Hyderabad,Tablet,Debit Card,FALSE,Delivered
U334081,P97232,Sports,Cycling,HP,14876.08,37.71,9266.65,3.2,48,301,S3872,4.9,05-02-2026,5,Bangalore,Web,Debit Card,FALSE,Delayed
U836109,P85082,Home,Furniture,Nike,6167.14,33.52,4100.1,3.7,21,200,S1530,4.8,03-12-2025,5,Delhi,Mobile App,Debit Card,FALSE,Delayed
U620287,P28434,Clothing,Kids,HP,1073.16,37.64,669.22,2.8,19,169,S2274,4.3,17-12-2024,2,Delhi,Mobile App,Debit Card,FALSE,In Transit
U568325,P11493,Clothing,Kids,Apple,1031.98,25.27,771.21,3.8,14,135,S4435,3.9,10-08-2025,5,Bangalore,Mobile App,UPI,FALSE,In Transit
U150486,P60585,Home,Furniture,H&M,11428.58,22.49,8857.99,3.7,16,224,S7875,2.7,26-12-2024,3,Delhi,Mobile App,Cash on Delivery,FALSE,In Transit
U206355,P72847,Beauty,Makeup,Lenovo,620.72,45.11,340.72,2.8,13,403,S4695,3.5,22-03-2026,5,Hyderabad,Mobile App,Cash on Delivery,FALSE,Delivered
U373812,P23726,Electronics,Headphones,Samsung,55438.04,9.49,50176.19,5,40,37,S6600,4.5,12-03-2026,5,Bangalore,Mobile App,Cash on Delivery,FALSE,Delivered
U743453,P73273,Electronics,Mobile,LG,36945.33,31.86,25173.64,4.1,2,360,S1507,3,24-01-2025,5,Chennai,Web,Credit Card,FALSE,Delayed
U447177,P36941,Beauty,Skincare,Samsung,2496.76,29.36,1763.67,3.9,8,498,S4112,3.2,13-10-2024,5,Delhi,Web,Debit Card,TRUE,Returned
U152046,P61498,Home,Kitchen,Adidas,6163.94,34.38,4044.61,3.3,23,292,S9043,5,04-08-2024,2,Delhi,Mobile App,UPI,FALSE,In Transit
U963918,P96772,Electronics,Camera,Apple,57532.38,30.63,39908.14,4.1,47,320,S8869,3.5,10-05-2025,4,Bangalore,Mobile App,UPI,FALSE,Delivered
U185916,P72071,Clothing,Men,Zara,2543.83,17.23,2105.61,4,21,432,S2892,3.7,23-04-2024,2,Bangalore,Web,Cash on Delivery,FALSE,In Transit
U773045,P81319,Beauty,Haircare,Sony,2596.65,10.14,2333.45,4,19,198,S4029,4.1,31-03-2024,5,Delhi,Web,Cash on Delivery,FALSE,In Transit
U561101,P70956,Clothing,Women,Samsung,3417.05,48.93,1745.23,5,11,134,S4706,4.7,15-05-2025,5,Bangalore,Web,UPI,FALSE,Delivered
U947438,P80968,Electronics,Mobile,Zara,27302.11,29.44,19265.2,3.7,15,211,S4727,3.2,31-03-2026,5,Bangalore,Tablet,UPI,FALSE,In Transit
U700534,P40886,Sports,Outdoor,Lenovo,2995.25,44.54,1661.03,4.4,23,243,S5896,3.8,28-07-2025,4,Hyderabad,Mobile App,Cash on Delivery,FALSE,Delayed
U281276,P31910,Electronics,Laptop,Apple,28934.26,32.7,19472.95,4,39,497,S4471,4.9,10-10-2025,2,Hyderabad,Mobile App,Credit Card,FALSE,Delivered
U311727,P92211,Beauty,Skincare,Zara,1050.34,6.81,978.78,4,1,75,S5225,4.2,29-01-2026,6,Hyderabad,Web,UPI,FALSE,Delivered
U441968,P46202,Beauty,Haircare,Boat,305.92,8.88,278.77,3.5,46,266,S8506,4,19-01-2025,6,Chennai,Mobile App,Cash on Delivery,FALSE,Delivered
U716493,P86372,Beauty,Skincare,Nike,1108.56,38.85,677.93,3.7,5,388,S2641,3.4,22-05-2024,3,Chennai,Mobile App,UPI,FALSE,In Transit
U501650,P95824,Sports,Outdoor,Boat,11873.88,31.94,8081.92,4.2,18,248,S8750,3.5,26-02-2025,6,Bangalore,Mobile App,Credit Card,TRUE,Returned
U738221,P99235,Home,Kitchen,Nike,1399.4,40.45,833.37,4.2,12,355,S7581,2.7,16-05-2024,3,Chennai,Mobile App,Cash on Delivery,FALSE,In Transit
U381631,P58816,Clothing,Men,H&M,1235.15,13.07,1073.73,4,1,10,S6535,3.2,12-11-2025,3,Hyderabad,Web,Debit Card,FALSE,In Transit
U339030,P27614,Beauty,Haircare,Zara,323.89,28.42,231.84,3.5,14,153,S8259,4.8,23-12-2025,5,Delhi,Web,Debit Card,FALSE,Delayed
U297064,P67896,Beauty,Haircare,Zara,3028.23,25.32,2261.47,4.2,42,108,S7671,3.4,16-12-2025,5,Delhi,Tablet,Cash on Delivery,FALSE,Delayed
U168804,P50779,Home,Furniture,Lenovo,19030.63,29.96,13328.5,4.6,80,363,S9303,3.5,29-11-2024,2,Mumbai,Web,Credit Card,FALSE,Delayed
U973390,P36309,Sports,Fitness,Nike,1100.71,48.55,566.3,4.1,21,428,S1944,2.9,05-05-2025,5,Mumbai,Mobile App,UPI,FALSE,In Transit
U387286,P58280,Electronics,Headphones,H&M,8823.12,16.62,7356.76,3.7,85,421,S8605,4.6,07-03-2026,1,Mumbai,Tablet,Cash on Delivery,FALSE,Delayed
U612530,P87862,Electronics,Mobile,Adidas,29369.21,27.08,21417.46,4.4,85,228,S3909,4.5,02-03-2026,6,Bangalore,Web,Debit Card,TRUE,Returned
U398916,P13597,Home,Furniture,Sony,8070.28,13.16,7008.62,3.6,160,197,S1813,3.8,10-02-2026,5,Delhi,Mobile App,Credit Card,FALSE,Delivered
U783238,P63674,Clothing,Kids,Adidas,1108.48,19.52,892.06,3.5,6,262,S1328,4,12-07-2024,3,Bangalore,Tablet,UPI,FALSE,In Transit
U939767,P11109,Clothing,Kids,Nike,2074.34,28.9,1474.84,3.6,41,114,S5135,4.2,10-07-2025,2,Chennai,Tablet,Debit Card,TRUE,Returned
U581294,P43029,Home,Kitchen,Boat,8835.66,10.87,7874.98,3,10,111,S8646,4,02-02-2025,6,Bangalore,Web,Cash on Delivery,FALSE,Delayed
U688730,P94848,Electronics,Mobile,Lenovo,43528.09,30.71,30160.05,4.3,14,304,S5631,3.7,04-03-2026,3,Bangalore,Web,UPI,FALSE,In Transit
U390334,P44229,Electronics,Headphones,Sony,11856.65,36.38,7543.19,4,58,335,S5895,4.1,23-01-2025,1,Bangalore,Mobile App,Credit Card,FALSE,Delayed
U792616,P51888,Clothing,Men,HP,3252.41,19.88,2605.92,4.1,11,348,S3292,3.9,17-05-2025,2,Hyderabad,Tablet,UPI,FALSE,Delayed
U524252,P60891,Beauty,Makeup,Sony,591.56,12.73,516.24,3.1,22,377,S1578,3.4,22-07-2024,4,Hyderabad,Tablet,Credit Card,TRUE,Returned
U819656,P80075,Home,Decor,H&M,17406.12,16.97,14452.32,4.3,2,326,S8794,3.9,27-12-2025,4,Mumbai,Tablet,Debit Card,FALSE,Delayed
U289934,P48506,Home,Furniture,Zara,18703.07,17.92,15350.55,4.2,15,49,S8713,4.8,19-06-2025,5,Chennai,Mobile App,Debit Card,TRUE,Returned
U786224,P21704,Sports,Fitness,Zara,13720.03,6.81,12785.28,4.9,23,113,S6820,4.9,04-11-2025,4,Bangalore,Mobile App,Debit Card,FALSE,In Transit
U408334,P70786,Home,Kitchen,Sony,6764.33,36.12,4320.75,3.8,30,435,S2929,4.9,03-12-2024,1,Chennai,Web,UPI,FALSE,Delayed
U595158,P35499,Sports,Cycling,HP,2634.79,14.3,2258.12,4.3,4,256,S2963,3.2,18-04-2025,5,Delhi,Tablet,Cash on Delivery,FALSE,Delayed
U244037,P36253,Home,Kitchen,Samsung,18275.8,45.36,9985.02,3.8,29,175,S7704,2.6,10-10-2025,5,Mumbai,Tablet,Cash on Delivery,FALSE,Delivered
U611265,P53598,Home,Decor,Nike,6080.89,32,4135.09,5,8,323,S3897,4.6,25-09-2024,4,Delhi,Web,UPI,FALSE,Delivered
U704272,P30766,Beauty,Makeup,Adidas,4736.12,19.92,3792.55,5,20,250,S2442,3.3,01-04-2025,1,Mumbai,Mobile App,Cash on Delivery,FALSE,Delayed
U501936,P10611,Beauty,Makeup,Boat,2337.97,35.72,1502.86,3.6,40,19,S9745,2.8,02-02-2026,6,Hyderabad,Mobile App,Debit Card,FALSE,Delivered
U809621,P10540,Home,Decor,Adidas,13876.74,12.6,12128.46,4,17,320,S5076,2.7,12-03-2025,2,Delhi,Mobile App,Debit Card,FALSE,In Transit
U717265,P50123,Clothing,Men,Boat,4192.48,44.67,2319.71,3.7,2,85,S2069,4.8,20-05-2025,5,Chennai,Mobile App,Debit Card,FALSE,In Transit
U649577,P54280,Beauty,Haircare,Lenovo,3587.05,11.39,3178.49,3.4,13,222,S3192,4.7,31-05-2024,2,Chennai,Web,Cash on Delivery,FALSE,In Transit
U339513,P39402,Clothing,Men,Boat,4826.37,24.93,3623.28,3.8,27,372,S3149,2.5,21-04-2025,4,Delhi,Mobile App,UPI,FALSE,Delayed
U845652,P95267,Sports,Fitness,Apple,5489.33,28.42,3929.02,4.4,17,405,S1612,2.7,16-06-2025,5,Bangalore,Web,Debit Card,FALSE,Delayed
U794125,P24170,Sports,Fitness,HP,8185.91,26.06,6052.73,4.5,14,334,S1323,4.1,16-12-2025,4,Delhi,Mobile App,UPI,FALSE,In Transit
U365015,P72180,Beauty,Makeup,Apple,3810.15,19.44,3069.52,4.2,17,359,S3508,3,12-08-2025,3,Chennai,Mobile App,UPI,TRUE,Returned
U794663,P78197,Home,Kitchen,Zara,1004.31,38.4,618.62,3.9,15,138,S3247,4.3,11-11-2025,1,Delhi,Web,UPI,FALSE,Delayed
U922880,P23928,Sports,Fitness,Sony,10809.51,15.55,9128.36,4,23,254,S4254,2.6,03-01-2025,5,Delhi,Tablet,Credit Card,FALSE,In Transit
U409698,P31020,Sports,Fitness,LG,5448.04,24.99,4086.67,3.9,154,20,S9980,2.5,16-04-2025,2,Hyderabad,Web,Credit Card,FALSE,Delayed
U113368,P98032,Beauty,Makeup,Adidas,2519.51,38.96,1538.02,3.9,3,45,S2809,4.7,10-01-2025,5,Delhi,Tablet,Cash on Delivery,FALSE,Delivered
U368322,P94454,Electronics,Mobile,H&M,25030.63,9.27,22711.35,3.4,23,118,S8483,3.2,24-06-2024,5,Delhi,Web,Debit Card,FALSE,In Transit
U993647,P48085,Electronics,Mobile,Nike,36304.61,16.56,30294.22,4.1,14,184,S6123,4.2,03-07-2024,1,Delhi,Web,UPI,FALSE,Delivered
U444625,P56861,Electronics,Mobile,Nike,68323.61,5.73,64411.04,4.4,5,457,S8171,2.9,17-06-2025,4,Mumbai,Tablet,Debit Card,FALSE,Delayed
U219361,P62530,Electronics,Headphones,LG,69045.72,36.82,43621.65,4.2,8,204,S8479,3.5,13-10-2025,1,Mumbai,Web,Cash on Delivery,FALSE,Delayed
U218548,P27368,Beauty,Makeup,Zara,1004.32,27.65,726.62,4.1,45,356,S1960,2.8,24-12-2025,3,Mumbai,Mobile App,UPI,FALSE,In Transit
U290065,P90127,Sports,Outdoor,HP,14286.87,14.45,12223.08,4.4,57,194,S6875,2.9,25-01-2026,3,Hyderabad,Tablet,UPI,FALSE,Delayed
U531262,P67761,Clothing,Women,Puma,989.07,30.56,686.86,3.2,32,23,S2037,3.8,12-04-2025,1,Delhi,Web,Debit Card,FALSE,Delivered
U334865,P97797,Sports,Cycling,HP,12394.7,30.28,8641.11,4.2,24,447,S6542,4,19-07-2024,2,Chennai,Tablet,UPI,FALSE,In Transit
U255875,P83183,Clothing,Women,LG,2219.56,27.99,1598.22,4.4,107,456,S1894,4.4,04-03-2025,1,Hyderabad,Mobile App,Credit Card,FALSE,Delayed
U887931,P74441,Beauty,Makeup,Nike,2468.07,28.28,1770.14,3.2,13,164,S4946,4.2,11-05-2024,3,Delhi,Web,Debit Card,TRUE,Returned
U522866,P40801,Electronics,Laptop,Lenovo,28707.6,7.82,26462.57,3.9,9,40,S8521,4.6,15-10-2024,1,Hyderabad,Web,Cash on Delivery,FALSE,Delivered
U621533,P95638,Beauty,Makeup,LG,1845.63,30.67,1279.6,4.6,37,9,S2681,4.7,02-11-2025,4,Delhi,Web,Cash on Delivery,FALSE,Delivered
U930244,P89194,Sports,Cycling,Samsung,13789.09,19.75,11065.37,4.6,10,493,S5990,4.3,26-09-2025,3,Delhi,Tablet,Credit Card,FALSE,Delayed
U956255,P39218,Beauty,Makeup,LG,1433.9,15.21,1215.75,4,23,432,S8445,3.2,27-02-2026,1,Delhi,Web,Cash on Delivery,FALSE,Delayed
U202170,P96364,Home,Decor,Puma,4616.4,18.47,3763.96,2.9,10,113,S1035,4.6,10-11-2025,2,Delhi,Web,Debit Card,FALSE,Delayed
U836201,P23935,Home,Decor,Lenovo,18878.85,41.23,11095.22,3.8,59,23,S3689,2.7,10-12-2025,1,Bangalore,Web,Credit Card,TRUE,Returned
U305438,P34581,Beauty,Skincare,Sony,3172.18,34.78,2069,3.7,15,61,S7437,4.4,04-01-2026,6,Chennai,Mobile App,Cash on Delivery,FALSE,Delivered
U764000,P98098,Home,Furniture,Boat,19378.15,24.22,14684.81,4.5,18,301,S3018,4,02-02-2026,3,Delhi,Web,Cash on Delivery,FALSE,Delayed
U104548,P79515,Sports,Cycling,Nike,1279.84,5.99,1203.13,3.1,6,376,S1795,3.9,15-07-2025,1,Hyderabad,Tablet,Cash on Delivery,FALSE,Delayed
U282085,P26827,Beauty,Haircare,Nike,3710,48.89,1896.05,2.9,47,53,S7347,3.7,10-02-2026,5,Chennai,Tablet,Debit Card,FALSE,Delayed
U386886,P62149,Beauty,Makeup,HP,3147.84,13.63,2718.85,4.9,81,493,S6617,2.7,06-07-2025,3,Mumbai,Web,Cash on Delivery,FALSE,Delivered
U413433,P81802,Clothing,Women,HP,4313.96,52.4,2053.61,4.9,35,440,S6143,3.8,25-09-2025,5,Chennai,Tablet,Credit Card,FALSE,Delivered
U819964,P55258,Clothing,Kids,H&M,4264.39,28.38,3054.32,4.3,6,471,S3173,3.1,24-11-2024,6,Bangalore,Tablet,Credit Card,FALSE,Delayed
U844858,P25126,Sports,Cycling,Zara,8220.83,30.4,5721.8,3.3,28,389,S6771,4.7,08-09-2025,2,Bangalore,Tablet,Cash on Delivery,FALSE,Delayed
U806995,P79979,Sports,Cycling,H&M,3164.88,19.78,2538.95,3.6,19,146,S7920,3.8,15-10-2024,4,Hyderabad,Mobile App,UPI,FALSE,Delivered
U309612,P44993,Beauty,Skincare,Samsung,4064.84,8.82,3706.18,4.8,9,384,S3636,4.5,01-04-2024,5,Delhi,Web,Debit Card,FALSE,Delivered
U133875,P57013,Electronics,Headphones,Adidas,15263.39,30.36,10628.76,4,23,416,S8415,4.8,17-01-2025,6,Chennai,Mobile App,Credit Card,FALSE,Delayed
U922405,P47701,Sports,Outdoor,Adidas,1738.34,48.76,890.71,5,29,354,S1769,3.7,21-10-2025,6,Chennai,Web,Cash on Delivery,FALSE,In Transit
U879794,P42943,Home,Decor,Samsung,9679.54,16.49,8083.3,3.7,61,103,S8259,2.8,06-02-2025,1,Delhi,Mobile App,Debit Card,FALSE,Delayed
U913848,P35362,Sports,Cycling,HP,1154.69,24.71,869.42,3.6,40,150,S8353,4,19-02-2025,1,Mumbai,Mobile App,UPI,FALSE,Delivered
U495521,P15326,Clothing,Kids,Lenovo,2057.89,63.09,759.6,3.6,4,219,S5572,4.9,11-04-2024,1,Delhi,Tablet,Debit Card,FALSE,Delivered
U446620,P71122,Clothing,Kids,Sony,3203.56,37.34,2007.38,4.6,17,363,S3536,2.7,23-07-2024,5,Delhi,Mobile App,Credit Card,FALSE,In Transit
U984096,P96755,Sports,Fitness,Zara,2886.69,7.87,2659.38,3.3,10,154,S9037,4.4,08-11-2024,3,Chennai,Tablet,Debit Card,FALSE,Delivered
U645895,P18936,Home,Decor,Adidas,11123.71,5.47,10514.71,4.4,14,402,S9276,4,02-04-2025,3,Mumbai,Mobile App,Cash on Delivery,FALSE,Delayed
U331942,P37964,Sports,Outdoor,Apple,13539.11,33.06,9063.39,3.7,9,339,S6437,4.2,10-07-2024,2,Bangalore,Web,Debit Card,FALSE,In Transit
U688602,P95105,Clothing,Kids,Lenovo,1841.03,22.54,1426.02,4,23,4,S2879,3.1,15-03-2026,5,Hyderabad,Tablet,Debit Card,FALSE,In Transit
U355671,P15226,Clothing,Kids,HP,4312.71,69.15,1330.55,4,31,349,S6258,3.6,23-04-2025,2,Chennai,Web,UPI,TRUE,Returned
U125905,P77746,Beauty,Makeup,Lenovo,2784.14,22.46,2158.86,3.7,23,420,S7143,3.6,28-02-2025,6,Bangalore,Tablet,Cash on Delivery,TRUE,Returned
U435872,P77357,Beauty,Skincare,Sony,2257.49,14.68,1926.05,4.2,24,42,S2572,4.5,09-03-2025,2,Mumbai,Mobile App,UPI,FALSE,Delayed
U818699,P65601,Electronics,Laptop,Zara,60390.95,39.4,36595.02,5,48,427,S2702,3.1,13-06-2025,1,Mumbai,Mobile App,Cash on Delivery,FALSE,Delayed
U851690,P53478,Electronics,Laptop,Samsung,52165.47,27.88,37624.07,4.6,4,19,S2433,3.6,29-08-2024,5,Hyderabad,Mobile App,UPI,FALSE,Delivered
U961530,P39837,Home,Decor,Apple,2110.7,12.56,1845.58,3.2,3,466,S5237,3.9,05-08-2025,3,Chennai,Web,Cash on Delivery,FALSE,In Transit
U508422,P98250,Beauty,Makeup,LG,4019.17,17.7,3307.61,3.1,34,60,S9762,4.2,19-10-2025,1,Delhi,Mobile App,UPI,FALSE,Delayed
U475075,P75907,Sports,Fitness,H&M,7778.21,45.95,4204.37,4.2,103,54,S5748,3.6,28-09-2025,4,Delhi,Tablet,Debit Card,FALSE,Delayed
U514306,P96602,Electronics,Headphones,Puma,40633.13,35.2,26328.81,3.8,19,15,S8765,4.7,18-04-2024,5,Hyderabad,Mobile App,Credit Card,FALSE,Delivered
U412534,P98773,Beauty,Haircare,Sony,462.13,28.07,332.42,3.7,3,454,S7113,4,28-10-2024,4,Mumbai,Mobile App,Credit Card,FALSE,Delivered
U513224,P80405,Electronics,Mobile,HP,18175.41,5.33,17205.93,3.9,10,280,S2394,5,06-06-2025,2,Chennai,Web,Credit Card,FALSE,Delayed
U249375,P31096,Home,Furniture,Boat,17931.66,49.27,9097.27,3.5,53,94,S4617,2.7,12-09-2024,5,Chennai,Tablet,Debit Card,FALSE,Delivered
U993650,P17128,Electronics,Laptop,Zara,8529.38,21,6738.46,4.1,3,435,S9992,4.7,02-06-2025,5,Chennai,Web,UPI,FALSE,In Transit
U860835,P86099,Electronics,Headphones,Apple,37462.99,36.29,23868.54,4.7,4,249,S6420,3.6,11-10-2024,5,Mumbai,Web,Credit Card,FALSE,Delayed
U173199,P35362,Clothing,Men,Sony,4814.92,26.74,3527.39,3.9,10,162,S8960,4.3,03-12-2025,1,Chennai,Web,Debit Card,FALSE,Delayed
U693024,P84299,Home,Decor,HP,2412.36,26.25,1779.11,3.4,93,186,S6182,4.8,05-05-2025,4,Mumbai,Web,Credit Card,FALSE,Delivered
U390119,P57118,Home,Furniture,Adidas,19019.02,48.23,9845.47,3.8,20,68,S6432,4.2,14-04-2025,2,Hyderabad,Web,Cash on Delivery,FALSE,In Transit
U214119,P33038,Home,Kitchen,Puma,6462.71,23.25,4959.87,3.9,65,330,S2343,3.9,03-08-2024,5,Chennai,Web,Credit Card,FALSE,Delayed
U862760,P19882,Clothing,Women,H&M,2818.25,56.33,1230.75,3.6,6,456,S1305,2.6,18-12-2024,3,Delhi,Tablet,UPI,FALSE,Delayed
U138436,P82298,Sports,Outdoor,HP,10729.61,13.44,9287.8,3.5,43,133,S9904,4.1,20-05-2025,2,Mumbai,Tablet,Cash on Delivery,TRUE,Returned
